"GO.ID","Term","Annotated","Significant","Expected","classicFisher","Enrichment"
"GO:0009187","cyclic nucleotide metabolic process",27,0,0.04,"1.0000",-0.06
"GO:0009199","ribonucleoside triphosphate metabolic pr...",77,0,0.12,"1.0000",-0.16
"GO:0009201","ribonucleoside triphosphate biosynthetic...",62,0,0.1,"1.0000",-0.14
"GO:0009205","purine ribonucleoside triphosphate metab...",74,0,0.12,"1.0000",-0.16
"GO:0009206","purine ribonucleoside triphosphate biosy...",59,0,0.09,"1.0000",-0.12
"GO:0009218","pyrimidine ribonucleotide metabolic proc...",23,0,0.04,"1.0000",-0.06
"GO:0009225","nucleotide-sugar metabolic process",28,0,0.04,"1.0000",-0.06
"GO:0009247","glycolipid biosynthetic process",64,0,0.1,"1.0000",-0.14
"GO:0009250","glucan biosynthetic process",43,0,0.07,"1.0000",-0.1
"GO:0009259","ribonucleotide metabolic process",298,0,0.46,"1.0000",-0.55
"GO:0009260","ribonucleotide biosynthetic process",146,0,0.23,"1.0000",-0.3
"GO:0009261","ribonucleotide catabolic process",36,0,0.06,"1.0000",-0.08
"GO:0009262","deoxyribonucleotide metabolic process",42,0,0.07,"1.0000",-0.1
"GO:0009264","deoxyribonucleotide catabolic process",21,0,0.03,"1.0000",-0.04
"GO:0009267","cellular response to starvation",149,0,0.23,"1.0000",-0.3
"GO:0009268","response to pH",32,0,0.05,"1.0000",-0.07
"GO:0009299","mRNA transcription",45,0,0.07,"1.0000",-0.1
"GO:0009303","rRNA transcription",28,0,0.04,"1.0000",-0.06
"GO:0009306","protein secretion",325,0,0.51,"1.0000",-0.59
"GO:0009308","amine metabolic process",96,0,0.15,"1.0000",-0.2
"GO:0009309","amine biosynthetic process",34,0,0.05,"1.0000",-0.07
"GO:0009311","oligosaccharide metabolic process",32,0,0.05,"1.0000",-0.07
"GO:0009314","response to radiation",370,0,0.58,"1.0000",-0.66
"GO:0009394","2'-deoxyribonucleotide metabolic process",40,0,0.06,"1.0000",-0.08
"GO:0009395","phospholipid catabolic process",39,0,0.06,"1.0000",-0.08
"GO:0009409","response to cold",39,0,0.06,"1.0000",-0.08
"GO:0009411","response to UV",136,0,0.21,"1.0000",-0.28
"GO:0009416","response to light stimulus",263,0,0.41,"1.0000",-0.5
"GO:0009451","RNA modification",138,0,0.22,"1.0000",-0.29
"GO:0009566","fertilization",112,0,0.17,"1.0000",-0.23
"GO:0009581","detection of external stimulus",88,0,0.14,"1.0000",-0.19
"GO:0009582","detection of abiotic stimulus",87,0,0.14,"1.0000",-0.19
"GO:0009583","detection of light stimulus",26,0,0.04,"1.0000",-0.06
"GO:0009593","detection of chemical stimulus",33,0,0.05,"1.0000",-0.07
"GO:0009595","detection of biotic stimulus",21,0,0.03,"1.0000",-0.04
"GO:0009611","response to wounding",398,0,0.62,"1.0000",-0.7
"GO:0009612","response to mechanical stimulus",126,0,0.2,"1.0000",-0.26
"GO:0009620","response to fungus",31,0,0.05,"1.0000",-0.07
"GO:0009636","response to toxic substance",99,0,0.15,"1.0000",-0.2
"GO:0009648","photoperiodism",25,0,0.04,"1.0000",-0.06
"GO:0009649","entrainment of circadian clock",27,0,0.04,"1.0000",-0.06
"GO:0009651","response to salt stress",22,0,0.03,"1.0000",-0.04
"GO:0009712","catechol-containing compound metabolic p...",53,0,0.08,"1.0000",-0.11
"GO:0009713","catechol-containing compound biosyntheti...",21,0,0.03,"1.0000",-0.04
"GO:0009725","response to hormone",561,0,0.87,"1.0000",-0.9
"GO:0009743","response to carbohydrate",178,0,0.28,"1.0000",-0.36
"GO:0009746","response to hexose",164,0,0.26,"1.0000",-0.33
"GO:0009749","response to glucose",162,0,0.25,"1.0000",-0.32
"GO:0009755","hormone-mediated signaling pathway",143,0,0.22,"1.0000",-0.29
"GO:0009790","embryo development",1120,0,1.75,"1.0000",-1.46
"GO:0009791","post-embryonic development",118,0,0.18,"1.0000",-0.24
"GO:0009792","embryo development ending in birth or eg...",739,0,1.15,"1.0000",-1.1
"GO:0009798","axis specification",85,0,0.13,"1.0000",-0.18
"GO:0009799","specification of symmetry",117,0,0.18,"1.0000",-0.24
"GO:0009855","determination of bilateral symmetry",116,0,0.18,"1.0000",-0.24
"GO:0009880","embryonic pattern specification",66,0,0.1,"1.0000",-0.14
"GO:0009887","animal organ morphogenesis",890,0,1.39,"1.0000",-1.26
"GO:0009888","tissue development",1601,0,2.5,"1.0000",-1.81
"GO:0009894","regulation of catabolic process",866,0,1.35,"1.0000",-1.23
"GO:0009895","negative regulation of catabolic process",284,0,0.44,"1.0000",-0.53
"GO:0009896","positive regulation of catabolic process",480,0,0.75,"1.0000",-0.81
"GO:0009913","epidermal cell differentiation",135,0,0.21,"1.0000",-0.28
"GO:0009914","hormone transport",305,0,0.48,"1.0000",-0.57
"GO:0009948","anterior/posterior axis specification",47,0,0.07,"1.0000",-0.1
"GO:0009952","anterior/posterior pattern specification",170,0,0.27,"1.0000",-0.34
"GO:0009953","dorsal/ventral pattern formation",91,0,0.14,"1.0000",-0.19
"GO:0009954","proximal/distal pattern formation",25,0,0.04,"1.0000",-0.06
"GO:0009988","cell-cell recognition",39,0,0.06,"1.0000",-0.08
"GO:0009991","response to extracellular stimulus",312,0,0.49,"1.0000",-0.58
"GO:0009994","oocyte differentiation",50,0,0.08,"1.0000",-0.11
"GO:0010035","response to inorganic substance",406,0,0.63,"1.0000",-0.7
"GO:0010038","response to metal ion",238,0,0.37,"1.0000",-0.45
"GO:0010043","response to zinc ion",25,0,0.04,"1.0000",-0.06
"GO:0010092","specification of animal organ identity",31,0,0.05,"1.0000",-0.07
"GO:0010155","regulation of proton transport",23,0,0.04,"1.0000",-0.06
"GO:0010165","response to X-ray",25,0,0.04,"1.0000",-0.06
"GO:0010171","body morphogenesis",61,0,0.1,"1.0000",-0.14
"GO:0010212","response to ionizing radiation",128,0,0.2,"1.0000",-0.26
"GO:0010232","vascular transport",22,0,0.03,"1.0000",-0.04
"GO:0010257","NADH dehydrogenase complex assembly",51,0,0.08,"1.0000",-0.11
"GO:0010259","multicellular organism aging",24,0,0.04,"1.0000",-0.06
"GO:0010324","membrane invagination",68,0,0.11,"1.0000",-0.15
"GO:0010332","response to gamma radiation",49,0,0.08,"1.0000",-0.11
"GO:0010389","regulation of G2/M transition of mitotic...",97,0,0.15,"1.0000",-0.2
"GO:0010390","histone monoubiquitination",29,0,0.05,"1.0000",-0.07
"GO:0010453","regulation of cell fate commitment",23,0,0.04,"1.0000",-0.06
"GO:0010458","exit from mitosis",23,0,0.04,"1.0000",-0.06
"GO:0010460","positive regulation of heart rate",25,0,0.04,"1.0000",-0.06
"GO:0010463","mesenchymal cell proliferation",52,0,0.08,"1.0000",-0.11
"GO:0010464","regulation of mesenchymal cell prolifera...",42,0,0.07,"1.0000",-0.1
"GO:0010466","negative regulation of peptidase activit...",125,0,0.19,"1.0000",-0.25
"GO:0010469","regulation of signaling receptor activit...",125,0,0.19,"1.0000",-0.25
"GO:0010498","proteasomal protein catabolic process",486,0,0.76,"1.0000",-0.82
"GO:0010506","regulation of autophagy",255,0,0.4,"1.0000",-0.49
"GO:0010507","negative regulation of autophagy",65,0,0.1,"1.0000",-0.14
"GO:0010508","positive regulation of autophagy",133,0,0.21,"1.0000",-0.28
"GO:0010517","regulation of phospholipase activity",42,0,0.07,"1.0000",-0.1
"GO:0010518","positive regulation of phospholipase act...",33,0,0.05,"1.0000",-0.07
"GO:0010522","regulation of calcium ion transport into...",81,0,0.13,"1.0000",-0.18
"GO:0010524","positive regulation of calcium ion trans...",46,0,0.07,"1.0000",-0.1
"GO:0010543","regulation of platelet activation",35,0,0.05,"1.0000",-0.07
"GO:0010563","negative regulation of phosphorus metabo...",406,0,0.63,"1.0000",-0.7
"GO:0010564","regulation of cell cycle process",617,0,0.96,"1.0000",-0.97
"GO:0010565","regulation of cellular ketone metabolic ...",115,0,0.18,"1.0000",-0.24
"GO:0010569","regulation of double-strand break repair...",67,0,0.1,"1.0000",-0.14
"GO:0010573","vascular endothelial growth factor produ...",24,0,0.04,"1.0000",-0.06
"GO:0010574","regulation of vascular endothelial growt...",21,0,0.03,"1.0000",-0.04
"GO:0010586","miRNA metabolic process",23,0,0.04,"1.0000",-0.06
"GO:0010591","regulation of lamellipodium assembly",40,0,0.06,"1.0000",-0.08
"GO:0010592","positive regulation of lamellipodium ass...",31,0,0.05,"1.0000",-0.07
"GO:0010594","regulation of endothelial cell migration",160,0,0.25,"1.0000",-0.32
"GO:0010595","positive regulation of endothelial cell ...",104,0,0.16,"1.0000",-0.21
"GO:0010596","negative regulation of endothelial cell ...",46,0,0.07,"1.0000",-0.1
"GO:0010608","post-transcriptional regulation of gene ...",460,0,0.72,"1.0000",-0.78
"GO:0010611","regulation of cardiac muscle hypertrophy",66,0,0.1,"1.0000",-0.14
"GO:0010613","positive regulation of cardiac muscle hy...",36,0,0.06,"1.0000",-0.08
"GO:0010614","negative regulation of cardiac muscle hy...",29,0,0.05,"1.0000",-0.07
"GO:0010631","epithelial cell migration",281,0,0.44,"1.0000",-0.53
"GO:0010632","regulation of epithelial cell migration",222,0,0.35,"1.0000",-0.43
"GO:0010633","negative regulation of epithelial cell m...",62,0,0.1,"1.0000",-0.14
"GO:0010634","positive regulation of epithelial cell m...",148,0,0.23,"1.0000",-0.3
"GO:0010638","positive regulation of organelle organiz...",482,0,0.75,"1.0000",-0.81
"GO:0010639","negative regulation of organelle organiz...",337,0,0.53,"1.0000",-0.61
"GO:0010656","negative regulation of muscle cell apopt...",52,0,0.08,"1.0000",-0.11
"GO:0010657","muscle cell apoptotic process",83,0,0.13,"1.0000",-0.18
"GO:0010658","striated muscle cell apoptotic process",53,0,0.08,"1.0000",-0.11
"GO:0010659","cardiac muscle cell apoptotic process",51,0,0.08,"1.0000",-0.11
"GO:0010660","regulation of muscle cell apoptotic proc...",79,0,0.12,"1.0000",-0.16
"GO:0010661","positive regulation of muscle cell apopt...",28,0,0.04,"1.0000",-0.06
"GO:0010662","regulation of striated muscle cell apopt...",50,0,0.08,"1.0000",-0.11
"GO:0010664","negative regulation of striated muscle c...",33,0,0.05,"1.0000",-0.07
"GO:0010665","regulation of cardiac muscle cell apopto...",48,0,0.07,"1.0000",-0.1
"GO:0010667","negative regulation of cardiac muscle ce...",30,0,0.05,"1.0000",-0.07
"GO:0010675","regulation of cellular carbohydrate meta...",139,0,0.22,"1.0000",-0.29
"GO:0010676","positive regulation of cellular carbohyd...",57,0,0.09,"1.0000",-0.12
"GO:0010677","negative regulation of cellular carbohyd...",38,0,0.06,"1.0000",-0.08
"GO:0010712","regulation of collagen metabolic process",45,0,0.07,"1.0000",-0.1
"GO:0010714","positive regulation of collagen metaboli...",28,0,0.04,"1.0000",-0.06
"GO:0010717","regulation of epithelial to mesenchymal ...",89,0,0.14,"1.0000",-0.19
"GO:0010718","positive regulation of epithelial to mes...",45,0,0.07,"1.0000",-0.1
"GO:0010719","negative regulation of epithelial to mes...",34,0,0.05,"1.0000",-0.07
"GO:0010720","positive regulation of cell development",344,0,0.54,"1.0000",-0.62
"GO:0010721","negative regulation of cell development",188,0,0.29,"1.0000",-0.37
"GO:0010737","protein kinase A signaling",29,0,0.05,"1.0000",-0.07
"GO:0010742","macrophage derived foam cell differentia...",20,0,0.03,"1.0000",-0.04
"GO:0010758","regulation of macrophage chemotaxis",21,0,0.03,"1.0000",-0.04
"GO:0010761","fibroblast migration",56,0,0.09,"1.0000",-0.12
"GO:0010762","regulation of fibroblast migration",40,0,0.06,"1.0000",-0.08
"GO:0010763","positive regulation of fibroblast migrat...",20,0,0.03,"1.0000",-0.04
"GO:0010765","positive regulation of sodium ion transp...",41,0,0.06,"1.0000",-0.08
"GO:0010769","regulation of cell morphogenesis involve...",119,0,0.19,"1.0000",-0.25
"GO:0010770","positive regulation of cell morphogenesi...",101,0,0.16,"1.0000",-0.21
"GO:0010799","regulation of peptidyl-threonine phospho...",45,0,0.07,"1.0000",-0.1
"GO:0010800","positive regulation of peptidyl-threonin...",28,0,0.04,"1.0000",-0.06
"GO:0010803","regulation of tumor necrosis factor-medi...",31,0,0.05,"1.0000",-0.07
"GO:0010811","positive regulation of cell-substrate ad...",127,0,0.2,"1.0000",-0.26
"GO:0010817","regulation of hormone levels",422,0,0.66,"1.0000",-0.73
"GO:0010821","regulation of mitochondrion organization",133,0,0.21,"1.0000",-0.28
"GO:0010822","positive regulation of mitochondrion org...",72,0,0.11,"1.0000",-0.15
"GO:0010823","negative regulation of mitochondrion org...",50,0,0.08,"1.0000",-0.11
"GO:0010824","regulation of centrosome duplication",45,0,0.07,"1.0000",-0.1
"GO:0010827","regulation of glucose transmembrane tran...",77,0,0.12,"1.0000",-0.16
"GO:0010828","positive regulation of glucose transmemb...",46,0,0.07,"1.0000",-0.1
"GO:0010829","negative regulation of glucose transmemb...",22,0,0.03,"1.0000",-0.04
"GO:0010830","regulation of myotube differentiation",32,0,0.05,"1.0000",-0.07
"GO:0010833","telomere maintenance via telomere length...",73,0,0.11,"1.0000",-0.15
"GO:0010837","regulation of keratinocyte proliferation",24,0,0.04,"1.0000",-0.06
"GO:0010842","retina layer formation",21,0,0.03,"1.0000",-0.04
"GO:0010847","regulation of chromatin assembly",27,0,0.04,"1.0000",-0.06
"GO:0010862","positive regulation of pathway-restricte...",34,0,0.05,"1.0000",-0.07
"GO:0010863","positive regulation of phospholipase C a...",21,0,0.03,"1.0000",-0.04
"GO:0010866","regulation of triglyceride biosynthetic ...",22,0,0.03,"1.0000",-0.04
"GO:0010874","regulation of cholesterol efflux",29,0,0.05,"1.0000",-0.07
"GO:0010875","positive regulation of cholesterol efflu...",20,0,0.03,"1.0000",-0.04
"GO:0010876","lipid localization",326,0,0.51,"1.0000",-0.59
"GO:0010883","regulation of lipid storage",36,0,0.06,"1.0000",-0.08
"GO:0010893","positive regulation of steroid biosynthe...",22,0,0.03,"1.0000",-0.04
"GO:0010894","negative regulation of steroid biosynthe...",20,0,0.03,"1.0000",-0.04
"GO:0010906","regulation of glucose metabolic process",112,0,0.17,"1.0000",-0.23
"GO:0010907","positive regulation of glucose metabolic...",45,0,0.07,"1.0000",-0.1
"GO:0010921","regulation of phosphatase activity",76,0,0.12,"1.0000",-0.16
"GO:0010922","positive regulation of phosphatase activ...",32,0,0.05,"1.0000",-0.07
"GO:0010923","negative regulation of phosphatase activ...",31,0,0.05,"1.0000",-0.07
"GO:0010927","cellular component assembly involved in ...",90,0,0.14,"1.0000",-0.19
"GO:0010939","regulation of necrotic cell death",37,0,0.06,"1.0000",-0.08
"GO:0010948","negative regulation of cell cycle proces...",268,0,0.42,"1.0000",-0.51
"GO:0010950","positive regulation of endopeptidase act...",139,0,0.22,"1.0000",-0.29
"GO:0010951","negative regulation of endopeptidase act...",98,0,0.15,"1.0000",-0.2
"GO:0010952","positive regulation of peptidase activit...",146,0,0.23,"1.0000",-0.3
"GO:0010954","positive regulation of protein processin...",22,0,0.03,"1.0000",-0.04
"GO:0010955","negative regulation of protein processin...",22,0,0.03,"1.0000",-0.04
"GO:0010962","regulation of glucan biosynthetic proces...",30,0,0.05,"1.0000",-0.07
"GO:0010965","regulation of mitotic sister chromatid s...",58,0,0.09,"1.0000",-0.12
"GO:0010970","transport along microtubule",168,0,0.26,"1.0000",-0.33
"GO:0010971","positive regulation of G2/M transition o...",30,0,0.05,"1.0000",-0.07
"GO:0010972","negative regulation of G2/M transition o...",60,0,0.09,"1.0000",-0.12
"GO:0010975","regulation of neuron projection developm...",520,0,0.81,"1.0000",-0.86
"GO:0010976","positive regulation of neuron projection...",207,0,0.32,"1.0000",-0.4
"GO:0010977","negative regulation of neuron projection...",157,0,0.24,"1.0000",-0.31
"GO:0010996","response to auditory stimulus",23,0,0.04,"1.0000",-0.06
"GO:0014002","astrocyte development",28,0,0.04,"1.0000",-0.06
"GO:0014009","glial cell proliferation",53,0,0.08,"1.0000",-0.11
"GO:0014013","regulation of gliogenesis",114,0,0.18,"1.0000",-0.24
"GO:0014014","negative regulation of gliogenesis",49,0,0.08,"1.0000",-0.11
"GO:0014015","positive regulation of gliogenesis",73,0,0.11,"1.0000",-0.15
"GO:0014020","primary neural tube formation",113,0,0.18,"1.0000",-0.24
"GO:0014031","mesenchymal cell development",90,0,0.14,"1.0000",-0.19
"GO:0014032","neural crest cell development",85,0,0.13,"1.0000",-0.18
"GO:0014033","neural crest cell differentiation",93,0,0.14,"1.0000",-0.19
"GO:0014037","Schwann cell differentiation",40,0,0.06,"1.0000",-0.08
"GO:0014044","Schwann cell development",33,0,0.05,"1.0000",-0.07
"GO:0014046","dopamine secretion",41,0,0.06,"1.0000",-0.08
"GO:0014047","glutamate secretion",31,0,0.05,"1.0000",-0.07
"GO:0014048","regulation of glutamate secretion",22,0,0.03,"1.0000",-0.04
"GO:0014059","regulation of dopamine secretion",41,0,0.06,"1.0000",-0.08
"GO:0014065","phosphatidylinositol 3-kinase signaling",111,0,0.17,"1.0000",-0.23
"GO:0014066","regulation of phosphatidylinositol 3-kin...",82,0,0.13,"1.0000",-0.18
"GO:0014068","positive regulation of phosphatidylinosi...",60,0,0.09,"1.0000",-0.12
"GO:0014072","response to isoquinoline alkaloid",20,0,0.03,"1.0000",-0.04
"GO:0014074","response to purine-containing compound",92,0,0.14,"1.0000",-0.19
"GO:0014075","response to amine",20,0,0.03,"1.0000",-0.04
"GO:0014706","striated muscle tissue development",238,0,0.37,"1.0000",-0.45
"GO:0014741","negative regulation of muscle hypertroph...",31,0,0.05,"1.0000",-0.07
"GO:0014742","positive regulation of muscle hypertroph...",36,0,0.06,"1.0000",-0.08
"GO:0014743","regulation of muscle hypertrophy",68,0,0.11,"1.0000",-0.15
"GO:0014808","release of sequestered calcium ion into ...",20,0,0.03,"1.0000",-0.04
"GO:0014812","muscle cell migration",110,0,0.17,"1.0000",-0.23
"GO:0014821","phasic smooth muscle contraction",22,0,0.03,"1.0000",-0.04
"GO:0014823","response to activity",22,0,0.03,"1.0000",-0.04
"GO:0014829","vascular associated smooth muscle contra...",22,0,0.03,"1.0000",-0.04
"GO:0014855","striated muscle cell proliferation",73,0,0.11,"1.0000",-0.15
"GO:0014887","cardiac muscle adaptation",20,0,0.03,"1.0000",-0.04
"GO:0014888","striated muscle adaptation",34,0,0.05,"1.0000",-0.07
"GO:0014896","muscle hypertrophy",90,0,0.14,"1.0000",-0.19
"GO:0014897","striated muscle hypertrophy",88,0,0.14,"1.0000",-0.19
"GO:0014902","myotube differentiation",104,0,0.16,"1.0000",-0.21
"GO:0014904","myotube cell development",38,0,0.06,"1.0000",-0.08
"GO:0014909","smooth muscle cell migration",97,0,0.15,"1.0000",-0.2
"GO:0014910","regulation of smooth muscle cell migrati...",87,0,0.14,"1.0000",-0.19
"GO:0014911","positive regulation of smooth muscle cel...",60,0,0.09,"1.0000",-0.12
"GO:0014912","negative regulation of smooth muscle cel...",25,0,0.04,"1.0000",-0.06
"GO:0015012","heparan sulfate proteoglycan biosyntheti...",23,0,0.04,"1.0000",-0.06
"GO:0015031","protein transport",1397,0,2.18,"1.0000",-1.67
"GO:0015695","organic cation transport",31,0,0.05,"1.0000",-0.07
"GO:0015698","inorganic anion transport",116,0,0.18,"1.0000",-0.24
"GO:0015711","organic anion transport",254,0,0.4,"1.0000",-0.49
"GO:0015718","monocarboxylic acid transport",73,0,0.11,"1.0000",-0.15
"GO:0015740","C4-dicarboxylate transport",23,0,0.04,"1.0000",-0.06
"GO:0015748","organophosphate ester transport",92,0,0.14,"1.0000",-0.19
"GO:0015749","monosaccharide transmembrane transport",95,0,0.15,"1.0000",-0.2
"GO:0015800","acidic amino acid transport",63,0,0.1,"1.0000",-0.14
"GO:0015804","neutral amino acid transport",35,0,0.05,"1.0000",-0.07
"GO:0015807","L-amino acid transport",50,0,0.08,"1.0000",-0.11
"GO:0015812","gamma-aminobutyric acid transport",23,0,0.04,"1.0000",-0.06
"GO:0015813","L-glutamate transmembrane transport",22,0,0.03,"1.0000",-0.04
